 #
 # Subroutine ELSEPA. Elastic scattering of electrons and positrons
 #                    by neutral atoms and positive ions
 #
 # Projectile: electron
 # Kinetic energy = 3.70000E+06 eV = 1.35973E+05 a.u.
 #
 # WARNING: High-energy factorization with free-atom DF screening.
 #          Absorption, polarization and exchange corrections are
 #          switched off.
 #          Phase shifts are calculated for the bare nucleus.
 #          Scattering amplitudes are not evaluated.
 #
 # Element:  S,  Z =  16,  atomic weight = 3.20660E+01 g/mol
 #
 # Nuclear model: Fermi distribution
 #                Average radius = 3.39937E-13 cm
 #                Skin thickness = 5.46000E-14 cm
 #
 # Number of electrons = 16
 #
 # Total elastic cross section = 1.06165E-18 cm**2 = 3.79121E-02 a0**2
 # 1st transport cross section = 2.22232E-23 cm**2 = 7.93604E-07 a0**2
 # 2nd transport cross section = 6.32969E-23 cm**2 = 2.26037E-06 a0**2
 #
 #
 # Differential cross section:                       MU=(1-COS(THETA))/2
 #
 #  THETA        MU          DCS          DCS        Sherman      error
 #  (deg)                 (cm**2/sr)   (a0**2/sr)    function
 #----------------------------------------------------------------------
  5.800E+00  2.55965E-03  1.19264E-20  4.25899E-04  0.00000E+00  1.0E-07
  5.900E+00  2.64859E-03  1.11425E-20  3.97905E-04  0.00000E+00  1.0E-07
  6.000E+00  2.73905E-03  1.04220E-20  3.72175E-04  0.00000E+00  1.0E-07
  6.100E+00  2.83103E-03  9.75882E-21  3.48494E-04  0.00000E+00  1.0E-07
  6.200E+00  2.92452E-03  9.14762E-21  3.26668E-04  0.00000E+00  1.0E-07
  6.300E+00  3.01952E-03  8.58358E-21  3.06525E-04  0.00000E+00  1.0E-07
  6.400E+00  3.11604E-03  8.06239E-21  2.87913E-04  0.00000E+00  1.0E-07
  6.500E+00  3.21407E-03  7.58020E-21  2.70694E-04  0.00000E+00  1.0E-07
  6.600E+00  3.31362E-03  7.13356E-21  2.54744E-04  0.00000E+00  1.0E-07
  6.700E+00  3.41468E-03  6.71938E-21  2.39953E-04  0.00000E+00  1.0E-07
  6.800E+00  3.51725E-03  6.33485E-21  2.26222E-04  0.00000E+00  1.0E-07
  6.900E+00  3.62133E-03  5.97747E-21  2.13459E-04  0.00000E+00  1.0E-07
  7.000E+00  3.72692E-03  5.64497E-21  2.01586E-04  0.00000E+00  1.0E-07
  7.100E+00  3.83403E-03  5.33530E-21  1.90527E-04  0.00000E+00  1.0E-07
  7.200E+00  3.94265E-03  5.04660E-21  1.80217E-04  0.00000E+00  1.0E-07
  7.300E+00  4.05278E-03  4.77719E-21  1.70597E-04  0.00000E+00  1.0E-07
  7.400E+00  4.16442E-03  4.52554E-21  1.61610E-04  0.00000E+00  1.0E-07
  7.500E+00  4.27757E-03  4.29027E-21  1.53208E-04  0.00000E+00  1.0E-07
  7.600E+00  4.39223E-03  4.07012E-21  1.45347E-04  0.00000E+00  1.0E-07
  7.700E+00  4.50840E-03  3.86392E-21  1.37983E-04  0.00000E+00  1.0E-07
  7.800E+00  4.62608E-03  3.67064E-21  1.31081E-04  0.00000E+00  1.0E-07
  7.900E+00  4.74527E-03  3.48931E-21  1.24605E-04  0.00000E+00  1.0E-07
  8.000E+00  4.86597E-03  3.31905E-21  1.18525E-04  0.00000E+00  1.0E-07
  8.100E+00  4.98817E-03  3.15907E-21  1.12812E-04  0.00000E+00  1.0E-07
  8.200E+00  5.11188E-03  3.00863E-21  1.07440E-04  0.00000E+00  1.0E-07
  8.300E+00  5.23711E-03  2.86705E-21  1.02384E-04  0.00000E+00  1.0E-07
  8.400E+00  5.36383E-03  2.73371E-21  9.76225E-05  0.00000E+00  1.0E-07
  8.500E+00  5.49207E-03  2.60805E-21  9.31350E-05  0.00000E+00  1.0E-07
  8.600E+00  5.62181E-03  2.48954E-21  8.89029E-05  0.00000E+00  1.0E-07
  8.700E+00  5.75306E-03  2.37769E-21  8.49088E-05  0.00000E+00  1.0E-07
  8.800E+00  5.88581E-03  2.27206E-21  8.11369E-05  0.00000E+00  1.0E-07
  8.900E+00  6.02007E-03  2.17225E-21  7.75725E-05  0.00000E+00  1.0E-07
